,drug_a_name,drug_b_name,cell_line,synergy,fold
PACLITAXEL_SUNITINIB_UWB1289BRCA1,PACLITAXEL,SUNITINIB,UWB1289BRCA1,3.4144912743,0
PACLITAXEL_SUNITINIB_UWB1289,PACLITAXEL,SUNITINIB,UWB1289,-2.4466455979,0
PACLITAXEL_SUNITINIB_VCAP,PACLITAXEL,SUNITINIB,VCAP,-5.0419119005,0
PACLITAXEL_SUNITINIB_ZR751,PACLITAXEL,SUNITINIB,ZR751,7.1828449364,0
PACLITAXEL_TEMOZOLOMIDE_A2058,PACLITAXEL,TEMOZOLOMIDE,A2058,-12.6297106828,3
PACLITAXEL_TEMOZOLOMIDE_A2780,PACLITAXEL,TEMOZOLOMIDE,A2780,-25.5289914205,3
PACLITAXEL_TEMOZOLOMIDE_A375,PACLITAXEL,TEMOZOLOMIDE,A375,7.4789731067,3
PACLITAXEL_TEMOZOLOMIDE_A427,PACLITAXEL,TEMOZOLOMIDE,A427,14.5679777268,3
PACLITAXEL_TEMOZOLOMIDE_CAOV3,PACLITAXEL,TEMOZOLOMIDE,CAOV3,-19.0810618232,3
PACLITAXEL_TEMOZOLOMIDE_COLO320DM,PACLITAXEL,TEMOZOLOMIDE,COLO320DM,3.3845801964,3
PACLITAXEL_TEMOZOLOMIDE_DLD1,PACLITAXEL,TEMOZOLOMIDE,DLD1,12.0885394299,3
PACLITAXEL_TEMOZOLOMIDE_EFM192B,PACLITAXEL,TEMOZOLOMIDE,EFM192B,-25.8994602112,3
PACLITAXEL_TEMOZOLOMIDE_ES2,PACLITAXEL,TEMOZOLOMIDE,ES2,10.2946553392,3
PACLITAXEL_TEMOZOLOMIDE_HCT116,PACLITAXEL,TEMOZOLOMIDE,HCT116,-17.1525264098,3
PACLITAXEL_TEMOZOLOMIDE_HT144,PACLITAXEL,TEMOZOLOMIDE,HT144,-5.7653735705,3
PACLITAXEL_TEMOZOLOMIDE_HT29,PACLITAXEL,TEMOZOLOMIDE,HT29,-14.117965565,3
PACLITAXEL_TEMOZOLOMIDE_KPL1,PACLITAXEL,TEMOZOLOMIDE,KPL1,-13.3803410154,3
PACLITAXEL_TEMOZOLOMIDE_LNCAP,PACLITAXEL,TEMOZOLOMIDE,LNCAP,-18.7783824196,3
PACLITAXEL_TEMOZOLOMIDE_LOVO,PACLITAXEL,TEMOZOLOMIDE,LOVO,3.4344878953,3
PACLITAXEL_TEMOZOLOMIDE_MDAMB436,PACLITAXEL,TEMOZOLOMIDE,MDAMB436,9.6074866741,3
PACLITAXEL_TEMOZOLOMIDE_MSTO,PACLITAXEL,TEMOZOLOMIDE,MSTO,-2.0215073999,3
PACLITAXEL_TEMOZOLOMIDE_NCIH1650,PACLITAXEL,TEMOZOLOMIDE,NCIH1650,-3.2685128608,3
PACLITAXEL_TEMOZOLOMIDE_NCIH2122,PACLITAXEL,TEMOZOLOMIDE,NCIH2122,-237.58199864,3
PACLITAXEL_TEMOZOLOMIDE_NCIH23,PACLITAXEL,TEMOZOLOMIDE,NCIH23,-17.1544693417,3
PACLITAXEL_TEMOZOLOMIDE_NCIH460,PACLITAXEL,TEMOZOLOMIDE,NCIH460,0.4904274655,3
PACLITAXEL_TEMOZOLOMIDE_NCIH520,PACLITAXEL,TEMOZOLOMIDE,NCIH520,6.0807635315,3
PACLITAXEL_TEMOZOLOMIDE_OCUBM,PACLITAXEL,TEMOZOLOMIDE,OCUBM,-18.7906718283,3
PACLITAXEL_TEMOZOLOMIDE_OV90,PACLITAXEL,TEMOZOLOMIDE,OV90,4.2608254985,3
PACLITAXEL_TEMOZOLOMIDE_OVCAR3,PACLITAXEL,TEMOZOLOMIDE,OVCAR3,-19.6397745088,3
PACLITAXEL_TEMOZOLOMIDE_PA1,PACLITAXEL,TEMOZOLOMIDE,PA1,-2.8182410105,3
PACLITAXEL_TEMOZOLOMIDE_RKO,PACLITAXEL,TEMOZOLOMIDE,RKO,-8.8105322606,3
PACLITAXEL_TEMOZOLOMIDE_RPMI7951,PACLITAXEL,TEMOZOLOMIDE,RPMI7951,7.1896133607,3
PACLITAXEL_TEMOZOLOMIDE_SKMEL30,PACLITAXEL,TEMOZOLOMIDE,SKMEL30,17.0335138736,3
PACLITAXEL_TEMOZOLOMIDE_SKMES1,PACLITAXEL,TEMOZOLOMIDE,SKMES1,24.7201662794,3
PACLITAXEL_TEMOZOLOMIDE_SKOV3,PACLITAXEL,TEMOZOLOMIDE,SKOV3,-7.4603480613,3
PACLITAXEL_TEMOZOLOMIDE_SW620,PACLITAXEL,TEMOZOLOMIDE,SW620,23.7707556416,3
PACLITAXEL_TEMOZOLOMIDE_SW837,PACLITAXEL,TEMOZOLOMIDE,SW837,-1.8389224035,3
PACLITAXEL_TEMOZOLOMIDE_T47D,PACLITAXEL,TEMOZOLOMIDE,T47D,-50.6441926105,3
PACLITAXEL_TEMOZOLOMIDE_UACC62,PACLITAXEL,TEMOZOLOMIDE,UACC62,2.9083828643,3
PACLITAXEL_TEMOZOLOMIDE_UWB1289BRCA1,PACLITAXEL,TEMOZOLOMIDE,UWB1289BRCA1,24.1087592258,3
PACLITAXEL_TEMOZOLOMIDE_UWB1289,PACLITAXEL,TEMOZOLOMIDE,UWB1289,-6.411878692,3
PACLITAXEL_TEMOZOLOMIDE_VCAP,PACLITAXEL,TEMOZOLOMIDE,VCAP,-2.6101766589,3
PACLITAXEL_TEMOZOLOMIDE_ZR751,PACLITAXEL,TEMOZOLOMIDE,ZR751,-18.5717516402,3
PACLITAXEL_ZOLINZA_A2058,PACLITAXEL,ZOLINZA,A2058,-27.821045865,3
PACLITAXEL_ZOLINZA_A2780,PACLITAXEL,ZOLINZA,A2780,-15.2474727602,3
PACLITAXEL_ZOLINZA_A375,PACLITAXEL,ZOLINZA,A375,-9.3368852884,3
PACLITAXEL_ZOLINZA_A427,PACLITAXEL,ZOLINZA,A427,-25.2994754837,3
PACLITAXEL_ZOLINZA_CAOV3,PACLITAXEL,ZOLINZA,CAOV3,-26.5815510793,3
PACLITAXEL_ZOLINZA_COLO320DM,PACLITAXEL,ZOLINZA,COLO320DM,18.607602871,3
PACLITAXEL_ZOLINZA_DLD1,PACLITAXEL,ZOLINZA,DLD1,7.6560778471,3
PACLITAXEL_ZOLINZA_EFM192B,PACLITAXEL,ZOLINZA,EFM192B,-0.0137904921,3
PACLITAXEL_ZOLINZA_ES2,PACLITAXEL,ZOLINZA,ES2,6.4518025369,3
PACLITAXEL_ZOLINZA_HCT116,PACLITAXEL,ZOLINZA,HCT116,-17.2497804615,3
PACLITAXEL_ZOLINZA_HT144,PACLITAXEL,ZOLINZA,HT144,17.6586495155,3
PACLITAXEL_ZOLINZA_HT29,PACLITAXEL,ZOLINZA,HT29,27.0331902175,3
PACLITAXEL_ZOLINZA_KPL1,PACLITAXEL,ZOLINZA,KPL1,9.8137371817,3
PACLITAXEL_ZOLINZA_LNCAP,PACLITAXEL,ZOLINZA,LNCAP,12.3504955328,3
PACLITAXEL_ZOLINZA_LOVO,PACLITAXEL,ZOLINZA,LOVO,10.3749746515,3
PACLITAXEL_ZOLINZA_MDAMB436,PACLITAXEL,ZOLINZA,MDAMB436,9.2167881569,3
PACLITAXEL_ZOLINZA_MSTO,PACLITAXEL,ZOLINZA,MSTO,49.1556670503,3
PACLITAXEL_ZOLINZA_NCIH1650,PACLITAXEL,ZOLINZA,NCIH1650,-0.8705764295,3
PACLITAXEL_ZOLINZA_NCIH2122,PACLITAXEL,ZOLINZA,NCIH2122,-12.6696562053,3
PACLITAXEL_ZOLINZA_NCIH23,PACLITAXEL,ZOLINZA,NCIH23,-25.8658195796,3
PACLITAXEL_ZOLINZA_NCIH460,PACLITAXEL,ZOLINZA,NCIH460,0.6020847596,3
PACLITAXEL_ZOLINZA_NCIH520,PACLITAXEL,ZOLINZA,NCIH520,8.1182971721,3
PACLITAXEL_ZOLINZA_OCUBM,PACLITAXEL,ZOLINZA,OCUBM,-7.1629445193,3
PACLITAXEL_ZOLINZA_OV90,PACLITAXEL,ZOLINZA,OV90,1.1223505364,3
PACLITAXEL_ZOLINZA_OVCAR3,PACLITAXEL,ZOLINZA,OVCAR3,-1.286416976,3
PACLITAXEL_ZOLINZA_PA1,PACLITAXEL,ZOLINZA,PA1,-7.2503764506,3
PACLITAXEL_ZOLINZA_RKO,PACLITAXEL,ZOLINZA,RKO,6.7640341459,3
PACLITAXEL_ZOLINZA_RPMI7951,PACLITAXEL,ZOLINZA,RPMI7951,-2.1269954547,3
PACLITAXEL_ZOLINZA_SKMEL30,PACLITAXEL,ZOLINZA,SKMEL30,-0.860674872,3
PACLITAXEL_ZOLINZA_SKMES1,PACLITAXEL,ZOLINZA,SKMES1,5.1808476325,3
PACLITAXEL_ZOLINZA_SKOV3,PACLITAXEL,ZOLINZA,SKOV3,23.0172672909,3
PACLITAXEL_ZOLINZA_SW620,PACLITAXEL,ZOLINZA,SW620,-9.7264954285,3
PACLITAXEL_ZOLINZA_SW837,PACLITAXEL,ZOLINZA,SW837,9.7367620259,3
PACLITAXEL_ZOLINZA_T47D,PACLITAXEL,ZOLINZA,T47D,17.0845014774,3
PACLITAXEL_ZOLINZA_UACC62,PACLITAXEL,ZOLINZA,UACC62,0.3365984289,3
PACLITAXEL_ZOLINZA_UWB1289BRCA1,PACLITAXEL,ZOLINZA,UWB1289BRCA1,6.3830147505,3
PACLITAXEL_ZOLINZA_UWB1289,PACLITAXEL,ZOLINZA,UWB1289,-13.5682959069,3
PACLITAXEL_ZOLINZA_VCAP,PACLITAXEL,ZOLINZA,VCAP,11.6470807755,3
PACLITAXEL_ZOLINZA_ZR751,PACLITAXEL,ZOLINZA,ZR751,-20.4854793077,3
PD325901_ABT-888_A2058,PD325901,ABT-888,A2058,3.7561185539,2
PD325901_ABT-888_A2780,PD325901,ABT-888,A2780,14.0680984313,2
PD325901_ABT-888_A375,PD325901,ABT-888,A375,6.7992350397,2
PD325901_ABT-888_A427,PD325901,ABT-888,A427,-2.1055449867,2
PD325901_ABT-888_CAOV3,PD325901,ABT-888,CAOV3,25.3425468032,2
PD325901_ABT-888_COLO320DM,PD325901,ABT-888,COLO320DM,-1.9540674874,2
PD325901_ABT-888_DLD1,PD325901,ABT-888,DLD1,-4.7804274983,2
PD325901_ABT-888_EFM192B,PD325901,ABT-888,EFM192B,2.4241943467,2
PD325901_ABT-888_ES2,PD325901,ABT-888,ES2,-7.0969162706,2
PD325901_ABT-888_HCT116,PD325901,ABT-888,HCT116,-1.6895546083,2
PD325901_ABT-888_HT144,PD325901,ABT-888,HT144,1.4734187491,2
PD325901_ABT-888_HT29,PD325901,ABT-888,HT29,-4.7799145868,2
PD325901_ABT-888_KPL1,PD325901,ABT-888,KPL1,13.4022289803,2
PD325901_ABT-888_LNCAP,PD325901,ABT-888,LNCAP,-6.5631274335,2
PD325901_ABT-888_LOVO,PD325901,ABT-888,LOVO,-11.5902027648,2
PD325901_ABT-888_MDAMB436,PD325901,ABT-888,MDAMB436,9.8162532236,2
PD325901_ABT-888_MSTO,PD325901,ABT-888,MSTO,-1.4087290863,2
PD325901_ABT-888_NCIH1650,PD325901,ABT-888,NCIH1650,-23.0705672852,2
PD325901_ABT-888_NCIH2122,PD325901,ABT-888,NCIH2122,-2.592660615,2
PD325901_ABT-888_NCIH23,PD325901,ABT-888,NCIH23,-12.5273231817,2
PD325901_ABT-888_NCIH460,PD325901,ABT-888,NCIH460,-2.3906397679,2
PD325901_ABT-888_NCIH520,PD325901,ABT-888,NCIH520,5.9282604287,2
PD325901_ABT-888_OCUBM,PD325901,ABT-888,OCUBM,12.4185048232,2
PD325901_ABT-888_OV90,PD325901,ABT-888,OV90,-8.0566927919,2
PD325901_ABT-888_OVCAR3,PD325901,ABT-888,OVCAR3,8.8693027342,2
PD325901_ABT-888_PA1,PD325901,ABT-888,PA1,10.6072498012,2
PD325901_ABT-888_RKO,PD325901,ABT-888,RKO,6.7000369839,2
PD325901_ABT-888_RPMI7951,PD325901,ABT-888,RPMI7951,-11.0800824766,2
PD325901_ABT-888_SKMEL30,PD325901,ABT-888,SKMEL30,3.0208683295,2
PD325901_ABT-888_SKMES1,PD325901,ABT-888,SKMES1,-15.4607583417,2
PD325901_ABT-888_SKOV3,PD325901,ABT-888,SKOV3,-1.0627503961,2
PD325901_ABT-888_SW620,PD325901,ABT-888,SW620,-3.3793208579,2
PD325901_ABT-888_SW837,PD325901,ABT-888,SW837,-0.4741338396,2
PD325901_ABT-888_T47D,PD325901,ABT-888,T47D,-6.5105570043,2
PD325901_ABT-888_UACC62,PD325901,ABT-888,UACC62,-5.9909610904,2
PD325901_ABT-888_UWB1289BRCA1,PD325901,ABT-888,UWB1289BRCA1,-25.4525873322,2
PD325901_ABT-888_UWB1289,PD325901,ABT-888,UWB1289,-11.9407792927,2
PD325901_ABT-888_VCAP,PD325901,ABT-888,VCAP,-23.2933604078,2
PD325901_ABT-888_ZR751,PD325901,ABT-888,ZR751,5.0928270932,2
PD325901_BEZ-235_A2058,PD325901,BEZ-235,A2058,56.5529882885,2
PD325901_BEZ-235_A2780,PD325901,BEZ-235,A2780,55.255421255,2
PD325901_BEZ-235_A375,PD325901,BEZ-235,A375,17.8714732454,2
PD325901_BEZ-235_A427,PD325901,BEZ-235,A427,56.2979443611,2
PD325901_BEZ-235_CAOV3,PD325901,BEZ-235,CAOV3,67.4337051674,2
PD325901_BEZ-235_COLO320DM,PD325901,BEZ-235,COLO320DM,25.8104138587,2
PD325901_BEZ-235_DLD1,PD325901,BEZ-235,DLD1,41.1917892359,2
PD325901_BEZ-235_EFM192B,PD325901,BEZ-235,EFM192B,37.8533243325,2
PD325901_BEZ-235_ES2,PD325901,BEZ-235,ES2,34.5120977628,2
PD325901_BEZ-235_HCT116,PD325901,BEZ-235,HCT116,58.7774498614,2
PD325901_BEZ-235_HT144,PD325901,BEZ-235,HT144,43.9673596181,2
PD325901_BEZ-235_HT29,PD325901,BEZ-235,HT29,42.382626103,2
PD325901_BEZ-235_KPL1,PD325901,BEZ-235,KPL1,44.46943124,2
PD325901_BEZ-235_LNCAP,PD325901,BEZ-235,LNCAP,104.2725935624,2
PD325901_BEZ-235_LOVO,PD325901,BEZ-235,LOVO,36.8769872632,2
PD325901_BEZ-235_MDAMB436,PD325901,BEZ-235,MDAMB436,34.3905349741,2
PD325901_BEZ-235_MSTO,PD325901,BEZ-235,MSTO,29.6618519227,2
PD325901_BEZ-235_NCIH1650,PD325901,BEZ-235,NCIH1650,32.2093058589,2
PD325901_BEZ-235_NCIH2122,PD325901,BEZ-235,NCIH2122,49.3343795946,2
PD325901_BEZ-235_NCIH23,PD325901,BEZ-235,NCIH23,34.1893304853,2
PD325901_BEZ-235_NCIH460,PD325901,BEZ-235,NCIH460,71.7522036836,2
PD325901_BEZ-235_NCIH520,PD325901,BEZ-235,NCIH520,30.6040884205,2
PD325901_BEZ-235_OCUBM,PD325901,BEZ-235,OCUBM,41.3576296326,2
PD325901_BEZ-235_OV90,PD325901,BEZ-235,OV90,38.8582600746,2
PD325901_BEZ-235_OVCAR3,PD325901,BEZ-235,OVCAR3,44.7254642956,2
PD325901_BEZ-235_PA1,PD325901,BEZ-235,PA1,43.8817678764,2
PD325901_BEZ-235_RKO,PD325901,BEZ-235,RKO,47.2328288103,2
PD325901_BEZ-235_RPMI7951,PD325901,BEZ-235,RPMI7951,46.5690469271,2
PD325901_BEZ-235_SKMEL30,PD325901,BEZ-235,SKMEL30,30.0141290826,2
PD325901_BEZ-235_SKMES1,PD325901,BEZ-235,SKMES1,29.0395649468,2
PD325901_BEZ-235_SKOV3,PD325901,BEZ-235,SKOV3,26.7570151205,2
PD325901_BEZ-235_SW620,PD325901,BEZ-235,SW620,25.2904227306,2
PD325901_BEZ-235_SW837,PD325901,BEZ-235,SW837,37.4403091146,2
PD325901_BEZ-235_T47D,PD325901,BEZ-235,T47D,148.1269391621,2
PD325901_BEZ-235_UACC62,PD325901,BEZ-235,UACC62,33.6670761713,2
PD325901_BEZ-235_UWB1289BRCA1,PD325901,BEZ-235,UWB1289BRCA1,55.3395007595,2
PD325901_BEZ-235_UWB1289,PD325901,BEZ-235,UWB1289,75.364032824,2
PD325901_BEZ-235_VCAP,PD325901,BEZ-235,VCAP,33.061269817,2
PD325901_BEZ-235_ZR751,PD325901,BEZ-235,ZR751,54.7557835005,2
PD325901_BORTEZOMIB_A2058,PD325901,BORTEZOMIB,A2058,6.8966421956,4
PD325901_BORTEZOMIB_A2780,PD325901,BORTEZOMIB,A2780,-3.9406397233,4
PD325901_BORTEZOMIB_A375,PD325901,BORTEZOMIB,A375,0.8071632731,4
PD325901_BORTEZOMIB_A427,PD325901,BORTEZOMIB,A427,3.165132593,4
PD325901_BORTEZOMIB_CAOV3,PD325901,BORTEZOMIB,CAOV3,-9.1873648154,4
PD325901_BORTEZOMIB_COLO320DM,PD325901,BORTEZOMIB,COLO320DM,0.2437548997,4
PD325901_BORTEZOMIB_DLD1,PD325901,BORTEZOMIB,DLD1,14.570313058,4
PD325901_BORTEZOMIB_EFM192B,PD325901,BORTEZOMIB,EFM192B,6.2279543706,4
PD325901_BORTEZOMIB_ES2,PD325901,BORTEZOMIB,ES2,-15.9321260471,4
PD325901_BORTEZOMIB_HCT116,PD325901,BORTEZOMIB,HCT116,-5.0008415975,4
PD325901_BORTEZOMIB_HT144,PD325901,BORTEZOMIB,HT144,0.2726825152,4
PD325901_BORTEZOMIB_HT29,PD325901,BORTEZOMIB,HT29,-16.7945793237,4
PD325901_BORTEZOMIB_KPL1,PD325901,BORTEZOMIB,KPL1,19.1473744364,4
PD325901_BORTEZOMIB_LNCAP,PD325901,BORTEZOMIB,LNCAP,15.6066885734,4
PD325901_BORTEZOMIB_LOVO,PD325901,BORTEZOMIB,LOVO,1.1360324844,4
PD325901_BORTEZOMIB_MDAMB436,PD325901,BORTEZOMIB,MDAMB436,-3.2507008256,4
PD325901_BORTEZOMIB_MSTO,PD325901,BORTEZOMIB,MSTO,78.610818271,4
PD325901_BORTEZOMIB_NCIH1650,PD325901,BORTEZOMIB,NCIH1650,-12.3615974947,4
PD325901_BORTEZOMIB_NCIH2122,PD325901,BORTEZOMIB,NCIH2122,-3.6377842768,4
PD325901_BORTEZOMIB_NCIH23,PD325901,BORTEZOMIB,NCIH23,-0.5243681664,4
PD325901_BORTEZOMIB_NCIH460,PD325901,BORTEZOMIB,NCIH460,15.2655332461,4
PD325901_BORTEZOMIB_NCIH520,PD325901,BORTEZOMIB,NCIH520,-27.0755090703,4
PD325901_BORTEZOMIB_OCUBM,PD325901,BORTEZOMIB,OCUBM,1.6077435273,4
PD325901_BORTEZOMIB_OV90,PD325901,BORTEZOMIB,OV90,-17.5241371586,4
PD325901_BORTEZOMIB_OVCAR3,PD325901,BORTEZOMIB,OVCAR3,-1.316412817,4
PD325901_BORTEZOMIB_PA1,PD325901,BORTEZOMIB,PA1,4.8771528084,4
PD325901_BORTEZOMIB_RKO,PD325901,BORTEZOMIB,RKO,7.5461820399,4
PD325901_BORTEZOMIB_RPMI7951,PD325901,BORTEZOMIB,RPMI7951,-9.085918798,4
PD325901_BORTEZOMIB_SKMEL30,PD325901,BORTEZOMIB,SKMEL30,-1.9172872169,4
PD325901_BORTEZOMIB_SKMES1,PD325901,BORTEZOMIB,SKMES1,-27.367459674,4
PD325901_BORTEZOMIB_SKOV3,PD325901,BORTEZOMIB,SKOV3,1.3036690862,4
PD325901_BORTEZOMIB_SW620,PD325901,BORTEZOMIB,SW620,6.0775134567,4
PD325901_BORTEZOMIB_SW837,PD325901,BORTEZOMIB,SW837,22.1485284567,4
PD325901_BORTEZOMIB_T47D,PD325901,BORTEZOMIB,T47D,-39.7865903657,4
PD325901_BORTEZOMIB_UACC62,PD325901,BORTEZOMIB,UACC62,-16.4428836536,4
PD325901_BORTEZOMIB_UWB1289BRCA1,PD325901,BORTEZOMIB,UWB1289BRCA1,-6.1405574632,4
PD325901_BORTEZOMIB_UWB1289,PD325901,BORTEZOMIB,UWB1289,-13.9207977198,4
PD325901_BORTEZOMIB_VCAP,PD325901,BORTEZOMIB,VCAP,1.4115580498,4
PD325901_BORTEZOMIB_ZR751,PD325901,BORTEZOMIB,ZR751,-3.1382402443,4
PD325901_DASATINIB_A2058,PD325901,DASATINIB,A2058,34.4118328637,3
PD325901_DASATINIB_A2780,PD325901,DASATINIB,A2780,120.2632418474,3
PD325901_DASATINIB_A375,PD325901,DASATINIB,A375,63.8915836172,3
PD325901_DASATINIB_A427,PD325901,DASATINIB,A427,50.6040950294,3
PD325901_DASATINIB_CAOV3,PD325901,DASATINIB,CAOV3,34.1180685303,3
PD325901_DASATINIB_COLO320DM,PD325901,DASATINIB,COLO320DM,-15.4238980411,3
PD325901_DASATINIB_DLD1,PD325901,DASATINIB,DLD1,47.323592371,3
PD325901_DASATINIB_EFM192B,PD325901,DASATINIB,EFM192B,32.1493273107,3
PD325901_DASATINIB_ES2,PD325901,DASATINIB,ES2,45.1102463211,3
PD325901_DASATINIB_HCT116,PD325901,DASATINIB,HCT116,42.5461097026,3
PD325901_DASATINIB_HT144,PD325901,DASATINIB,HT144,-54.1004969773,3
PD325901_DASATINIB_HT29,PD325901,DASATINIB,HT29,76.2694430473,3
PD325901_DASATINIB_KPL1,PD325901,DASATINIB,KPL1,-6.0446441409,3
PD325901_DASATINIB_LNCAP,PD325901,DASATINIB,LNCAP,-30.3264286931,3
PD325901_DASATINIB_LOVO,PD325901,DASATINIB,LOVO,47.8453461114,3
PD325901_DASATINIB_MDAMB436,PD325901,DASATINIB,MDAMB436,14.8575203797,3
PD325901_DASATINIB_MSTO,PD325901,DASATINIB,MSTO,88.5109971329,3
PD325901_DASATINIB_NCIH1650,PD325901,DASATINIB,NCIH1650,35.5385769463,3
PD325901_DASATINIB_NCIH2122,PD325901,DASATINIB,NCIH2122,-35.3304177469,3
PD325901_DASATINIB_NCIH23,PD325901,DASATINIB,NCIH23,74.7879820008,3
PD325901_DASATINIB_NCIH460,PD325901,DASATINIB,NCIH460,36.1698448597,3
PD325901_DASATINIB_NCIH520,PD325901,DASATINIB,NCIH520,-30.8862514501,3
PD325901_DASATINIB_OCUBM,PD325901,DASATINIB,OCUBM,7.3615845441,3
PD325901_DASATINIB_OV90,PD325901,DASATINIB,OV90,67.0068204995,3
PD325901_DASATINIB_OVCAR3,PD325901,DASATINIB,OVCAR3,77.821848108,3
PD325901_DASATINIB_PA1,PD325901,DASATINIB,PA1,65.057887162,3
PD325901_DASATINIB_RKO,PD325901,DASATINIB,RKO,15.6243603751,3
PD325901_DASATINIB_RPMI7951,PD325901,DASATINIB,RPMI7951,39.037944279,3
PD325901_DASATINIB_SKMEL30,PD325901,DASATINIB,SKMEL30,-74.5208725546,3
PD325901_DASATINIB_SKMES1,PD325901,DASATINIB,SKMES1,53.9202237644,3
PD325901_DASATINIB_SKOV3,PD325901,DASATINIB,SKOV3,-12.963321421,3
PD325901_DASATINIB_SW620,PD325901,DASATINIB,SW620,3.9646099052,3
PD325901_DASATINIB_SW837,PD325901,DASATINIB,SW837,71.570916613,3
PD325901_DASATINIB_T47D,PD325901,DASATINIB,T47D,5.578434034,3
PD325901_DASATINIB_UACC62,PD325901,DASATINIB,UACC62,-1.7935324839,3
PD325901_DASATINIB_UWB1289BRCA1,PD325901,DASATINIB,UWB1289BRCA1,-6.9179424884,3
PD325901_DASATINIB_UWB1289,PD325901,DASATINIB,UWB1289,-2.6063652186,3
PD325901_DASATINIB_VCAP,PD325901,DASATINIB,VCAP,-21.2583156879,3
PD325901_DASATINIB_ZR751,PD325901,DASATINIB,ZR751,-39.6591613126,3
PD325901_DINACICLIB_A2058,PD325901,DINACICLIB,A2058,-1.4847763919,0
PD325901_DINACICLIB_A2780,PD325901,DINACICLIB,A2780,2.7772524509,0
PD325901_DINACICLIB_A375,PD325901,DINACICLIB,A375,-3.6096124005,0
PD325901_DINACICLIB_A427,PD325901,DINACICLIB,A427,11.4773430701,0
PD325901_DINACICLIB_CAOV3,PD325901,DINACICLIB,CAOV3,4.7943326338,0
PD325901_DINACICLIB_COLO320DM,PD325901,DINACICLIB,COLO320DM,1.957598968,0
PD325901_DINACICLIB_DLD1,PD325901,DINACICLIB,DLD1,10.1525711915,0
PD325901_DINACICLIB_EFM192B,PD325901,DINACICLIB,EFM192B,10.8364265808,0
PD325901_DINACICLIB_ES2,PD325901,DINACICLIB,ES2,-3.4456846575,0
PD325901_DINACICLIB_HCT116,PD325901,DINACICLIB,HCT116,-8.7549399299,0
PD325901_DINACICLIB_HT144,PD325901,DINACICLIB,HT144,-0.4208161447,0
PD325901_DINACICLIB_HT29,PD325901,DINACICLIB,HT29,-0.5553409832,0
PD325901_DINACICLIB_KPL1,PD325901,DINACICLIB,KPL1,5.6939237716,0
PD325901_DINACICLIB_LNCAP,PD325901,DINACICLIB,LNCAP,60.8610997487,0
PD325901_DINACICLIB_LOVO,PD325901,DINACICLIB,LOVO,-2.6280999675,0
PD325901_DINACICLIB_MDAMB436,PD325901,DINACICLIB,MDAMB436,7.558345781,0
PD325901_DINACICLIB_MSTO,PD325901,DINACICLIB,MSTO,10.949757546,0
PD325901_DINACICLIB_NCIH1650,PD325901,DINACICLIB,NCIH1650,2.4623578804,0
PD325901_DINACICLIB_NCIH2122,PD325901,DINACICLIB,NCIH2122,8.2963173414,0
PD325901_DINACICLIB_NCIH23,PD325901,DINACICLIB,NCIH23,6.1513018675,0
PD325901_DINACICLIB_NCIH460,PD325901,DINACICLIB,NCIH460,-3.1249408745,0
PD325901_DINACICLIB_NCIH520,PD325901,DINACICLIB,NCIH520,-9.2935486066,0
PD325901_DINACICLIB_OCUBM,PD325901,DINACICLIB,OCUBM,3.4437276561,0
PD325901_DINACICLIB_OV90,PD325901,DINACICLIB,OV90,-6.9208256159,0
PD325901_DINACICLIB_OVCAR3,PD325901,DINACICLIB,OVCAR3,11.8391032327,0
PD325901_DINACICLIB_PA1,PD325901,DINACICLIB,PA1,6.8096474943,0
PD325901_DINACICLIB_RKO,PD325901,DINACICLIB,RKO,19.1258095167,0
PD325901_DINACICLIB_RPMI7951,PD325901,DINACICLIB,RPMI7951,-3.5960176843,0
PD325901_DINACICLIB_SKMEL30,PD325901,DINACICLIB,SKMEL30,-13.1311644804,0
PD325901_DINACICLIB_SKMES1,PD325901,DINACICLIB,SKMES1,-25.4146115112,0
PD325901_DINACICLIB_SKOV3,PD325901,DINACICLIB,SKOV3,2.2743243441,0
PD325901_DINACICLIB_SW620,PD325901,DINACICLIB,SW620,-5.3376836599,0
PD325901_DINACICLIB_SW837,PD325901,DINACICLIB,SW837,-15.5875592858,0
PD325901_DINACICLIB_T47D,PD325901,DINACICLIB,T47D,-15.7223793848,0
PD325901_DINACICLIB_UACC62,PD325901,DINACICLIB,UACC62,-3.2106925363,0
PD325901_DINACICLIB_UWB1289BRCA1,PD325901,DINACICLIB,UWB1289BRCA1,6.4268421689,0
PD325901_DINACICLIB_UWB1289,PD325901,DINACICLIB,UWB1289,4.4463001157,0
PD325901_DINACICLIB_VCAP,PD325901,DINACICLIB,VCAP,8.9452828063,0
PD325901_DINACICLIB_ZR751,PD325901,DINACICLIB,ZR751,-3.3886749182,0
PD325901_GELDANAMYCIN_A2058,PD325901,GELDANAMYCIN,A2058,-15.6431804737,2
PD325901_GELDANAMYCIN_A2780,PD325901,GELDANAMYCIN,A2780,14.3526515098,2
PD325901_GELDANAMYCIN_A375,PD325901,GELDANAMYCIN,A375,4.9112675858,2
PD325901_GELDANAMYCIN_A427,PD325901,GELDANAMYCIN,A427,13.7253757709,2
PD325901_GELDANAMYCIN_CAOV3,PD325901,GELDANAMYCIN,CAOV3,16.5396808491,2
PD325901_GELDANAMYCIN_COLO320DM,PD325901,GELDANAMYCIN,COLO320DM,2.3060644108,2
